;usuario;texto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24740;@jairbolsonaro;@andregguerrero @FlavioBolsonaro @jairbolsonaro @CarlosBolsonaro O Estado n„o È pai de ninguÈm, n„o tem obrigaÁ„o de sustentar ninguÈm. O meu presidente est· fazendo o certo, #BolsonaroTemRazao , manter esse povo em casa vai causar uma crise maior do que ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24742;@jairbolsonaro;@BolsonaroSP @carlosjordy @jairbolsonaro - … bom lembrar ao governador... ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"O Direito de pedir È o mesmo de negar.""""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#NOME?; claramente; pegando carona no Corona para extorquir o Governo Federal.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"- … Lament·vel! Esses polÌticos tÍm apetites de HIENAS - carnÌvoros que comem vorazmente atÈ os ossos.""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24745;@jairbolsonaro;@BolsonaroSP @carlosjordy @jairbolsonaro N„o esqueÁa que todo o orÁamento que vocÍs administram È do povo. Ent„o, como a prioridade agora È o Corona, nada mais justo que usar todo o orÁamento para essa causa.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24746;@jairbolsonaro;@Fabiano31052149 @jairbolsonaro @MInfraestrutura @tarcisiogdf Devido a histeria de lavradoras??? Estamos aqui pra botar juÌzo na cabeÁa de uns merdas como vcs q sÛ pensam na economia e n„o na sa˙de. Os dois tem q andar em paralelo. Acha que se o corona fo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24747;@jairbolsonaro;@EdisVoltando @annadias_alm @RoIlha3 @MGofuyu @ViniCampox @mmvziq @carmelonetobr @BrunoEnglerDM @jairbolsonaro @folha Essa velha que t· no grupo de risco kkkkkkkk de tanto chupar o bozo VAI m0rr3r de corona no hospital humkkkkkkkkk eu sÛ tÙ vendo aqui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24750;@jairbolsonaro;@BolsonaroSP @carlosjordy @jairbolsonaro Eduardo BURROnaro, ficou sabendo que os Estados Unidos v„o liberar 2 trilhıes nesta batalha contra o CORONAVIRUS? Inclusive, vao dar salarios para muitos cidad„os? Por que vocÍs n„o copiam os caras ao invÈs de fica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24755;@jairbolsonaro;@andregguerrero @jairbolsonaro Olha o Ûdio gratui.... Ah n„o, pera, isso È bem caracterÌstico de pessoas como vocÍ. Relaxa, n„o vou morrer t„o cedo e muito menos de corona, afim, È sÛ uma gripezinha assim como defendeu seu mÈdico assim que o vÌrus aparece;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24756;@jairbolsonaro;@CleitonnOliver @twobigooo @jairbolsonaro @DefesaGovBr @marmilbr @exercitooficial @fab_oficial Aqui na Bahia, vemos o.governador do PT, que inclusive est· ajudando outros estados do nordeste kkkkk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Aqui na Bahia o governador do PT que construiu 4 hospital pro coronavÌrus com 400 respiradores kkkk enquanto seu presidente n„o faz porra nenhuma;" vai falar merda na casa da pqp""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24760;@jairbolsonaro;@FlavioBolsonaro @jairbolsonaro @CarlosBolsonaro Tomara que o coronavÌrus coma seu cu, pq sinceramente...;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24762;@jairbolsonaro;PRONUNCIAMENTO PRESIDENCIAL | DORIA | MBL | HADDAD | CORONA | https://t.co/u8nYcvKFNk via @YouTube  @sikerajr @jairbolsonaro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24767;@jairbolsonaro;@jairbolsonaro Bolsonaro Boa tarde.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
N„o sei l· chegar a ao seu con hecimento; mas o dinheiro que ir· dispor para ajudar ao coronavÌrus; aos Estados do Brasil; n„o o solte; imponha a condiÁ„o do comÈrcio abrir;" para que o est· do possa dispor deste benefÌcio.""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24768;@jairbolsonaro;@jairbolsonaro Corona, se for da tua vontade carrega este indivÌduo.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24769;@jairbolsonaro;E o corona n„o È perigoso para tantas pessoas juntas? Se fosse o @jairbolsonaro  a mÌdia estava em cima falando mal https://t.co/EseOkxeQTl;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24770;@jairbolsonaro;@o_antagonista @jairbolsonaro atÈ o seguranÁa ta com corona mas o atleta n„o, pode crer pÙ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24771;@jairbolsonaro;@FlavioBolsonaro @jairbolsonaro @CarlosBolsonaro Torcendo pelo CORONAVIRUS!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24772;@jairbolsonaro;@jfrancopats @OsmarMartinsdo2 @DireitaLidia @jairbolsonaro @BolsonaroSP @CarlosBolsonaro @Bolsoneas @CarlaZambelli38 Os caras n„o possuem argumentaÁ„o lÛgica e diante de um fato grave,como se do corona, tendem a se confundir e a apoiar quem eles  consider;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"O pensamento esquerdista È um monte de bosta!""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24775;@jairbolsonaro;@henriquemercez_ @fernandocluiz @jdoriajr @jairbolsonaro Se no Brasil temos registrados mais de 1100 mortes por gripe comum no mesmo perÌodo das 46 do corona, como termos 1000 no mundo todo?  Mostra essa sua fonte, de onde vocÍ tirou esses dados.  ü§î;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24780;@jairbolsonaro;@atlas_fy @jairbolsonaro Sempre vai haver mortes, seja da famÌlia dele, da minha ou da sua, o problema È, para quem fica, a vida continua! Hoje aqui na minha cidade morreram mais de 5, sÛ que a tv mostrou! Mas n„o foi de corona, foi por assalto e tr·fico.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"#BoraTrabalhar""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24783;@jairbolsonaro;@jdoriajr @jairbolsonaro ILUSTRE GOVERNADOR,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PQ O SENHOR; SABENDO DA CHEGADA DO CORONAVÕRUS; N√O CANCELOU O CARNAVAL EM SEU ESTADO????;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"PQ????????????""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24784;@jairbolsonaro;@jairbolsonaro @folha Gados de Bolsonaro, saiam nas ruas a favor dele. Pra vcs pelo menos pegar corona.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24786;@jairbolsonaro;@lucasbarbosagay @niceferrante @jairbolsonaro @DefesaGovBr @marmilbr @exercitooficial @fab_oficial Entendam;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Numa gripe normal uma pessoa transmite pra 1.3 pessoas. No Corona 1 transmite pra 3. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ao final de 10 ciclos; na gripe; uma pessoa passou o vÌrus pra 14 outras e no Corona pra 59 mil pessoas. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Nessa fase manter  o assintom·tico isolado faz uma enorme diferenÁa.""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24790;@jairbolsonaro;@MacKinor @HeyBlackDog @ROBSONAZEVEDOD3 @henriquemercez_ @fernandocluiz @jdoriajr @jairbolsonaro O Corona para vocÍ È sÈrio porque? Por ser letal?  Ele matou atÈ hoje 46 brasileiros a gripe normal matou mais de 1100 no mesmo periodo. Pela contaminaÁ„o? J·;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24792;@jairbolsonaro;"@Tomazarantes @PorTiMeu_BR @jairbolsonaro @AdvocaciaGeral Relaxem esse n„o dura muito por causa do corona , pelo fato dele ser daquele tipo de: "" eu sou o fod„o "", amanh„ morre , cabou";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24794;@jairbolsonaro;@BolsonaroSP @carlosjordy @jairbolsonaro Coisa Ruim, os Estados Unidos, q vcs tentam imitar, na figura de seu presidente, D.Trump, amor de seu pai, est„o usando os recursos devidos p atender os mais de 3 milhıes de desempregados q tiveram seus empregos su;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24798;@jairbolsonaro;"@fajosil @PorTiMeu_BR @jairbolsonaro @DefesaGovBr @marmilbr @exercitooficial @fab_oficial ""Numa gripe normal uma pessoa transmite pra 1.3 pessoas. No Corona 1 transmite pra 3. Parece pouco, mas ao final de 10 ciclos, na gripe, uma pessoa passou o vÌrus pr";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24804;@jairbolsonaro;@BolsonaroSP @carlosjordy @jairbolsonaro Eles v„o tentar afundar vcs de qlqr maneira, Pela pandemia do Corona no Brasil ou pl colapso q a economia vai ter pela paralisaÁ„o. Fariseus trouxeram um ad˙ltera p Cristo p fazerem ele erra(se falar p n matar vai ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24807;@jairbolsonaro;@ernestofaraujo @jairbolsonaro Meu presidente eu estou contigo forÁa meu presidente nÛs vamos conseguir vencer esse caos que os comunistas esquerdopatas est„o instaurando em nosso paÌs, porque na verdade o verdadeiro vil„o s„o eles e n„o o Corona;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24808;@jairbolsonaro;@jairbolsonaro @danielPMERJ @DefesaGovBr @marmilbr @exercitooficial @fab_oficial Enquanto o governo fedederal, est· trabalhando no combate ao Corona. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Um governador comunistas do Maranh„o; manda o povo ir pra ruas receber uma cesta; olha sÛ a aglomeraÁ„o. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fl·vio Dino; usando o p‚nico;" pra fazer campanha. Isso n„o È aÁ„o social. … politicagem https://t.co/1rK7ewV37N""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24811;@jairbolsonaro;@MacKinor @HeyBlackDog @ROBSONAZEVEDOD3 @henriquemercez_ @fernandocluiz @jdoriajr @jairbolsonaro Todos os casos atÈ hoje, e mortes, s„o dos contaminados de antes da quarentena. VocÍ viu alguÈm com corona morrer por falta de leito?  Ou algum mendigo ou usu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24816;@jairbolsonaro;@DomDasThreads @jairbolsonaro @RedeGlobo Meu Deus. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Qual o risco que essa barraca de frutas tem de contaminaÁ„o do corona? NADA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Isso È um absurdo. Muito triste.""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24818;@jairbolsonaro;"@ernestofaraujo @jairbolsonaro Todos sabem que o caos econÙmico vai ser terrÌvel. Muito pior que a Pandemia do CORONAVIRUS, mas temos no Brasil uma ""oposiÁ„o irrespons·vel"" comandadada pelo PT que vai continuar se aproveitando n„o importando nada alÈm do ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24819;@jairbolsonaro;@INFORlelo @ernestofaraujo @jairbolsonaro AÌ tu decide morre de coronavÌrus ou morre por desespero por n„o ter condiÁıes de sustentar a prÛpria famÌlia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24821;@jairbolsonaro;@ernestofaraujo @jairbolsonaro Ou vc vai trabalhar e fica doente pÙ CORONAVIRUS ou vc fica em casa e perde o emprego. N„o tem como preservar as duas coisas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24822;@jairbolsonaro;@joicehasselmann @jairbolsonaro Quanto robÙ nÛs coment·rios, chega a ser engraÁado, @joicehasselmann como est· o projeto do fundo eleitoral para o combate ao Corona, e o corte de sal·rios dos poderes?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24825;@jairbolsonaro;@Bolsoneas @jairbolsonaro @folha Aquele seguranÁa ali ta com corona mas o bolso È blindado.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24830;@jairbolsonaro;@jairbolsonaro @petrobras Ser· que a @TVGlobo vai fazer alguma doaÁ„o para combater o coronavÌrus?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24831;@jairbolsonaro;@jairbolsonaro T„o serena quanto o corona na Italia...;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24834;@jairbolsonaro;@BolsonaroSP @carlosjordy @jairbolsonaro J· era de esperar, e mesmo o presidente injetado dinheiro nos estados pra ajudar neste momento do coronavÌrus,ainda corre o risco deste dinheiro n„o ser aplicado  na aria da sa˙de,e  eles continuarem colocando a cu;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24835;@jairbolsonaro;82¬∞ de quarentena, fui aprender porcentagem com a Dilma e sÛ sai mais confuso. #bolsonaro @jairbolsonaro @BolsonaroSP #pt #dilma #corona #virus #quarentena https://t.co/zr96Z29DN8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24838;@jairbolsonaro;@FlavioBolsonaro @MarceloCRedeTV @jairbolsonaro QUEIROZ ta trabalhando ‚ùìüçäü§î ela ta fazendo o vÌdeo trancado ‚ùómanda Bolsonaro prova que n„o ta com o vÌrus. Deixa de querer cortina de fumaÁa.  A gente sabe que ele ta com CORONA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24845;@jairbolsonaro;@BolsonaroSP @carlosjordy @jairbolsonaro Esse oportunista vai usar a pandemia de Corona pra gerar uma crise e culpar o Governo Federal.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Witzel sÛ quer uma desculpa pra deixar de pagar as contas e os funcion·rios; afundando o estado novamente.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Tudo pra melar a reeleiÁ„o e tentar vestir a faixa presidencial.""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24848;@jairbolsonaro;@Viniciusbolsona @LaurinhaBonoro @jairbolsonaro @folha Morreu de corona;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24850;@jairbolsonaro;Cara o @jornalhoje fazendo de tudo pra colocar na conta do governo @jairbolsonaro a culpa pelos problemas financeiros que est„o por vir por conta do corona.... Brincadeira!!! üò§üò§;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24857;@jairbolsonaro;Em coletiva @jdoriajr diz que vai contratar uma empresa para medir o impacto econÙmico do CORONAVIRUS em SP! Gov. est· com muita grana ou chamou seus economistas  de incompetente? @jairbolsonaro @RedeGlobo @r7 @BolsonaroSP;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24859;@jairbolsonaro;@jairbolsonaro @MInfraestrutura O paÌs n„o  pode ficar parado . Tudo que o presidente falou e verdade .;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Eu tenho medo do uma recess„o e n„o do corona. Que desapareÁa a rede Globo;" bando de idiotas.""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24860;@jairbolsonaro;@jairbolsonaro Vai se fuder lun·tico!! Vai chupar uma rola com corona!!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24865;@jairbolsonaro;@bielconn @auerbachfag @dolfobarbosa1 @jairbolsonaro N„o adianta falar com esses caras que n tem a mente aberta e n conseguem ver que o corona n È o ˙nico perigo que est· nos rondando !  TB um monte de gente que vive de trabalhos que eles n podem parar um;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24866;@jairbolsonaro;@Levi__Lucena @jairbolsonaro @DefesaGovBr @marmilbr @exercitooficial @fab_oficial Vai pra rua pega corona e morre o imbecil.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24869;@jairbolsonaro;@tototaokey @FlavioBolsonaro @jairbolsonaro Pensei que fosse o coronavÌrus que estava matando..… cada uma que aparece!! https://t.co/RvD5sZAhDR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24871;@jairbolsonaro;@MadalenaInocen1 Ei, @jdoriajr , vocÍ È o grande respons·vel pelas mortes ocorridas no estado de SP, pois sabia do vÌrus e permitiu a disseminaÁ„o da doenÁa, atravÈs do carnaval!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
@jdoriajr vocÍ È pior que o corona.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Sr. Presidente @jairbolsonaro o governador de SP espalhou o vÌrus propositalmente!""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24874;@jairbolsonaro;@jairbolsonaro @lanaluna1000 Estou passando uns dias aqui na casa do meu irm„o,no Maranh„o e eles vÍ o jornal Nacional,gente ontem tive que pedir por favor pra mudar n„o aguentava mais era sÛ o Presidente,o Presidente ,o Presidente,o Presidente, coronavÌr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24875;@jairbolsonaro;@jairbolsonaro De acordo! STF e congresso + mÌdia de merda est„o a favor do caos e coronavÌrus üò°;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24880;@jairbolsonaro;@KiqMartins1 @leferreiraafp @FabioBPPB @Erick12379 @milleouriques @bielconn @jairbolsonaro Pesquisa sÛ um pouco sobre pneumania que tbm causa falta de ar. Vc vai ver q a maioria e causada por vÌrus. E que o corona causa pneumania sÛ por isso j· d· pra ver;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24883;@jairbolsonaro;@EstadaoPolitica @jairbolsonaro @LulaOficial Bolsonaro acha que o Corona È sÛ uma gripe comum.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Lula acha que o Corona apaga a memÛria dos brasileiros.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"IncrÌvel como o Brasil ainda n„o  tem um prÍmio nobel.""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24884;@jairbolsonaro;@o_antagonista @jairbolsonaro Quando o dinheiro acabar esta retÛrica de corona viro acaba rapidinho, e os comerciantes que se pronuncie rapidamente porque a coisa vai ficar feia.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"O comerciante tem que ir para as ruas urgentes protestar #OPresidentemrazao""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24886;@jairbolsonaro;@BolsonaroSP @carlosjordy @jairbolsonaro Pra isso, a mÌdia , que est· ao lado dos governadores traÌras, precisa vender essa narrativa. E pior ainda, agentes de sa˙de estarem no meio desse bolo, mandando mÈdicos e enfemerisk assinar atestado de Ûbito que m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24887;@jairbolsonaro;@jairbolsonaro @folha por favor pegue corona nos mostre como vocÍ È forte, meu presidente.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24889;@jairbolsonaro;@jairbolsonaro @folha Queria metralhar os vermelhos.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Veio o CORONAVIRUS e metralha todas as cores.""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24894;@jairbolsonaro;@marcofeliciano @fatimabezerra @jairbolsonaro ü§îü§îü§îü§îü§îü§£ü§£ü§£ü§£ü§£ü§£;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"O coronavÌrus t· mesmo afetando o CÈrebro de muitos Governadores e prefeitos kkk""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24896;@jairbolsonaro;@FlavioBolsonaro @jairbolsonaro @CarlosBolsonaro ParabÈns!!!!! Mais um a pegar o CORONAVÕRUS!!!! SÛ falta vc ..seu pai e o outro irm„o, assim quem sabe vcs nos deixam em PAZ!!!!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24899;@jairbolsonaro;@Lu38_Andrade @jairbolsonaro coronavÌrus, tem torcida organizada de fazer inveja a torcida do flamengo, e gaviıes da fiel do Corinthians.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24905;@jairbolsonaro;@jairbolsonaro J· temos um mal ainda maior, que insiste em ganhar do corona. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Vc jumento.""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24906;@jairbolsonaro;"@jairbolsonaro @DefesaGovBr @marmilbr @exercitooficial @fab_oficial TÙ esperando a ajuda dos nossos ""amigos"" israelenses pra ajudarem no combate ao Corona. üôä";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24910;@jairbolsonaro;@jairbolsonaro @folha mds mano pfvr fica em repouso aÌ por causa do coronavÌrus, fica dormindo sei la, sÛ n fica usando Twitter pra esse tipo de coisa...;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24912;@jairbolsonaro;@Galadrie_l @aguedescartoon @jairbolsonaro @Rconstantino 3. … melhor vc ir no ministÈrio da sa˙de ou no pegar dados da oms. Tuberculose È mais contagiosa que o corona.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24915;@jairbolsonaro;@FlavioBolsonaro @jairbolsonaro @CarlosBolsonaro VocÍ bem que podia pegar o dinheiro das rachadinha e ajudar no combate ao coronavÌrus.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24916;@jairbolsonaro;@akaduducmz @whyjonikki @DRedende @Tiagomiguelsil @AndersonAM1 @camilayohana @alancliff_br @malamentexx @SantanaKerle @Rafinha_LM @Jouberth19 @jairbolsonaro Sem contar que j· teve coronavÌrus depois de curado ficou com v·rias sequelas...;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24917;@jairbolsonaro;@jairbolsonaro Curte aÌ Jair, em homenagem ao Corona. Eu to curtindo... https://t.co/PcbFp6oSW8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24921;@jairbolsonaro;@bito_batista @thiago88SPFC @jdoriajr @jairbolsonaro O corona chegou depois do carnaval mano;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24928;@jairbolsonaro;@jairbolsonaro Vai firme nosso querido presidente Jair Bolsonaro. O vÌrus polÌtico È pior que o corona.  E para eliminar sÛ o anti vÌrus Bolsonaroüáßüá∑üáßüá∑üáßüá∑üëèüëèüëçüëç;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24929;@jairbolsonaro;Est· È a Melhor ideia atÈ agora.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AlÈm de combater o CORONAVIRUS ; TambÈm resolve Todos os problemas da NaÁ„o Brasileira.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ParabÈns pela idÈia.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"@RodrigoMaia @veramagalhaes @jairbolsonaro @GeneralMourao https://t.co/ZP7xx3aBYT""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24930;@jairbolsonaro;@MARCOSORATOR @jairbolsonaro @folha Como? Com o corona kkkkkkkk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24935;@jairbolsonaro;@MarleneFFL Mas isso n„o È de agora, a determinaÁ„o do ministÈrio da sa˙de È evitar AGLOMERA«’ES, e isso aÌ, se for real, È uma aglomeraÁ„o GIGANTESCA em Època de coronavÌrus, o que est· acontecendo? SÛ @jairbolsonaro n„o pode sair √†s ruas, COMUNISTAS po;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24936;@jairbolsonaro;"@Rembodinho @FlavioBolsonaro @jairbolsonaro @CarlosBolsonaro Pq esse o ""Corona"" j·  deve ter abatido. ";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"#RenunciaBolsonaro""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
24939;@jairbolsonaro;@EdisVoltando @annadias_alm @RoIlha3 @MGofuyu @ViniCampox @mmvziq @carmelonetobr @BrunoEnglerDM @jairbolsonaro @folha corona est· em suas m„os;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
