,usuario,texto;;;
8873,@BolsonaroSP,@BolsonaroSP E os balões atingidos morreu por coronavírus;;;
"8875,@BolsonaroSP,""@BolsonaroSP E mais..... Morte dos balões tem suspeita de coronavírus!!!";;;
"Três dias de luto!""";;;
"8884,@BolsonaroSP,""@IMPERIOJA2020 @FernandoOdwazny @Douglas86736732 @BolsonaroSP @giulianamorrone @gcamarotti @alexandregarcia Quando um zé ruela q se candidatou a presidente dizia q as minorias devem se curvar às maiorias, d q fonte essa praga bebeu, senão do fascismo? Além disso, imaginário é o comunismo que agita o gado estúpido a fazer um corona party nas ruas, pedindo intervenção p defender corrupto""";;;
8889,@BolsonaroSP,@BolsonaroSP Mandar todo mundo ficar em casa por meses é um plano assassino. Mais letal que o piorÂ cenário imaginável para a epidemia do corona;;;
"8898,@BolsonaroSP,""@BolsonaroSP """"Os balões morreram de coronavírus!""""  quem dúvida é louco...kkk""";;;
8909,@BolsonaroSP,@BolsonaroSP Só faltou falar morreu de coronavírus;;;
8918,@BolsonaroSP,@BolsonaroSP @jdoriajr @brunocovas Ditadura? Deputado Tá com corona no cérebro;;;
8981,@BolsonaroSP,@BolsonaroSP Os balões morreram com coronavírus;;;
"9039,@BolsonaroSP,""@BolsonaroSP @conexaopolitica Depois de ver o vÍdeo da Dra. Judy Mikovitz (cientista),";;;
 cheguei a seguinte concluSó;" esse coronavírus é como uma guerra. Na guerra a primeira coisa que morre é a VERDADE.""";;
9085,@BolsonaroSP,@BolsonaroSP Enquanto houver dinheiro público sem licitação o pico da pandemia serãoadiado para o mês que vem. Não sabia que jardinagem combatia o coronavírus.  Parabéns Witzel ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘ https://t.co/O0fIXmSqDT;;;
9086,@BolsonaroSP,@BolsonaroSP Enquanto houver dinheiro público sem licitação o pico da pandemia serãoadiado para o mês que vem. Não sabia que jardinagem combatia o coronavírus.  Parabéns Witzel ğŸ‘ğŸ‘ğŸ‘ğŸ‘ğŸ‘ https://t.co/CFgBKrfh2v;;;
"9098,@BolsonaroSP,""@BolsonaroSP Errado , A Luta de vocês é contra o Mundo...até Twitter e Facebook barraram publicações da família. Para os Brasileiros um Pesadelo, junto com coronavírus.""";;;
"9101,@BolsonaroSP,""#OMSMENTE - Presidente da Tanzã¢nia joga a M... no ventilador e Bolsonaro... https://t.co/5E2FdNgF81 ";;;
Teste chines de Corona Virus da positivo na Tanzania até para suco de laranja!!â˜ ï¸;;;
 ;;;
"@jairbolsonaro @CarlosBolsonaro @BolsonaroSP @gen_heleno @GeneralMourao @minsaude @TeichNelson""";;;
"9112,@BolsonaroSP,""@andrea_cfialho @BolsonaroSP O Genocida que nunca matouou me mostra aqui uma condenação que ele tenha l!! ";;;
"Ah culpa lo por mortes no corona e Muita pretenSó""";;;
"9114,@BolsonaroSP,""@BolsonaroSP já somos uma Venezuela! está faltando medicamento! Muita mentira, um conhecido morreu de leucemia, queriam por a culpa no Corona, a família brigou desistiram, muita gente morrendo de câncer, por não fazerem a hemodiálise, o objetivo é matar. Dória quer entregar SP p/China!""";;;
"9119,@BolsonaroSP,""@BolsonaroSP As pessoas querem viver no presente Deputado, querem saber qual o plano de ação do Governo, para sair dessa Pandemia e dessa crise econômica. E de fatos de um presidente que fica charlando de JETSKI em quanto tem gente morrendo de CORONA e de FOME.""";;;
"9154,@BolsonaroSP,""@SusaneSantos20 @BolsonaroSP """"ain td mundo vai pegar corona n tem oq fazer""""";;;
;;;
TEM SIM PORRA! SO PQ TODO MUNDO TENDE A PEGAR NAO PRECISA DEIXAR Q TD MUNDO PEGUE AO MESMO TEMPO!;;;
;;;
"e o isolamento serve pra isso! pra q qm pegar e ficar grave tenha chance de ir pro hospital se tratar em vez de morrer pq n tem vaga!""";;;
9166,@BolsonaroSP,@BolsonaroSP @tercalivre @allantercalivre @LorenzonItalo @visaomacro Que o coronavírus o abençoe;;;
9176,@BolsonaroSP,@BolsonaroSP @tercalivre @allantercalivre @LorenzonItalo @visaomacro Esse é o Terça Livre. Corona é cara... https://t.co/KUWrA3XCBo;;;
9189,@BolsonaroSP,@BolsonaroSP @tercalivre @allantercalivre @LorenzonItalo @visaomacro 30 pessoas é considerado manifestação? Tá mais pra festinha do corona;;;
9191,@BolsonaroSP,@BolsonaroSP @conexaopolitica Pede pro médico Bolsonaro receitar o FeiJáo quina do médico Valdemiro que também cura coronavírus.;;;
"9195,@BolsonaroSP,""@direitanordest @BolsonaroSP @historiadorigor @ZNC_Oficial """"Auxílio corona que é menor que sua conta de telefone""""...";;;
;;;
"Mais um...""";;;
"9199,@BolsonaroSP,""@vanysson @cida_mas @BolsonaroSP @conexaopolitica Vocês dão nojo, respeitem a instituição que está trabalhando DIA E NOITE pra achar uma vacina e cura pro coronavírus, tem gente sem ver a família a DIAS, pra uns merdas como vocês virem lançar fake news""";;;
9209,@BolsonaroSP,@DiretorRolando @BolsonaroSP Pelo visto o governador do Parãoestá gostando da situação do corona pra faturar.;;;
"9215,@BolsonaroSP,""@4N0N02506726 @BolsonaroSP @tercalivre @allantercalivre @LorenzonItalo @visaomacro Respeito o seu Voto . E suas Considerações . Mas não voto nele mais . Suas ações de Proteção para seus Filhos e o abraço com o Centrão , não mostrou as provas das Urnas , não mostrou o exame de coronavírus ... EnTá  se igualou com o Lula com seus filhos . Perdeu meu voto""";;;
9221,@BolsonaroSP,@BolsonaroSP @conexaopolitica já está provado que este remédio é totalmente ineficaz no combate ao coronavírus.;;;
"9233,@BolsonaroSP,""@BolsonaroSP @conexaopolitica Se o problema é falta de leito, serãoque vale o risco em encher os hospitais de pessoas com todo o tipo de efeitos colaterais?";;;
Não daria no mesmo?;;;
Ou se morrer por outras doenças não tem problema?;;;
"O importante é poder falar que não foi pelo Corona?""";;;
9239,@BolsonaroSP,@BolsonaroSP Mata mais que o coronavírus!;;;
9240,@BolsonaroSP,@BolsonaroSP @conexaopolitica já foi comprovado que n é eficaz contra o corona virus e ainda causa efeitos colaterais! Para de falar merda irmao;;;
"9262,@BolsonaroSP,""@DuduPontz @RickiMorais @BolsonaroSP ô JUMENTO, fazer churrasco não é crime não seu babaca hipocrita. Vc quer que o Presidente ressuscite os mortos? vá vc dãouma de carpideira. Ah, e já Só 64 mil pessoas que se curaram no corona, isso merece um churrasco.""";;;
"9302,@BolsonaroSP,""@MaiconAlvim @sahlomalu @dedeqcs @BolsonaroSP olha que mundo maluco o qual vc vive. precisa de um fake vir te alertar que as mortes não Só fakes, o corona não eh fake, o negativo do exame eh fake (pera...) e o jair eh Tá  fake que tem apelido de quem eh fake: mito = mitomano! taokey!?""";;;
9321,@BolsonaroSP,@CassiaEspanha @lucasalbtavares @Miriamabueno @BolsonaroSP @ZNC_Oficial Eu to com corona vem car me vê;;;
"9334,@BolsonaroSP,""@guedes_leonidas @xitusss @BolsonaroSP Sim a ciência pq foi ela que trouxe a sociedade até aqui, a ciência é a lanterna da nossa sociedade foi a ciência que salvou a China,Hong Kong, Coreia, Portugal e todos os países que conseguiram atenuar os efeitos do corona.""";;;
"9339,@BolsonaroSP,""Pera lá..... nosso amigo â€œCHE-capitalistaâ€ disse que â€œEle coletou amostras de mamão, ovelha, cabra e outras coisas. Todos voltaram positivos para o vírus coronaâ€ da uma olhada nisso aqui capiTá  @jairbolsonaro @BolsonaroSP @gen_heleno @catafoiawins ğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚ğŸ˜‚ OMS é um BLEFE! https://t.co/ku4xtCBWD4""";;;
"9358,@BolsonaroSP,""@BolsonaroSP @historiadorigor @ZNC_Oficial Eduardo meu carã­ssimo, literalmente, me empresta 700 reais aí­ irmão, eu não recebi o Auxílio Corona que é menor que sua conta de telefone.""";;;
"9403,@BolsonaroSP,""@CassiaEspanha @BolsonaroSP @ZNC_Oficial nossa, que estranho uma bolsominion que não acha que o corona é uma invenção contra o presidente hahahaha""";;;
9466,@BolsonaroSP,@arthurmoledoval @BolsonaroSP Isso da dois corona voucher;;;
"9472,@BolsonaroSP,""Alerta de coronavírus nas cidades de Só Paulo,  RJ,  BH e Amazonas. Fiquem atentos!!! @bobasqn @MichelleK2019 @BolsonaroSP @SuperYoozen @MarzhePdL https://t.co/zMd8EbyeVB""";;;
"9480,@BolsonaroSP,""@RaulRtm1111 @claudiodemetri3 @BolsonaroSP Mas para fazer carnaval tudo bem, o corona podia mesmo pegar em todos pq assim não iria ser só pobre condenado a morte, a bandidagem dos politicos iriam juntos""";;;
"9513,@BolsonaroSP,""@jairbolsonaro @BolsonaroSP Jet SKY pra comemorar 10.000 mortes . Devia estar reunido no ministério da saúde , visitando hospitais , UTIs sem leitos e respiradouros , necrotérios, funerárias e cemitérios sem conseguir atender os cadáveres dos mortos pelo coronavírus ! ImposSó­vel um crápula pior !""";;;
"9519,@BolsonaroSP,""@BolsonaroSP A farsa do coronavírus no modus operand.... Ficar em casa é muito pior. ";;;
"https://t.co/8ZXyfFTuKX""";;;
9567,@BolsonaroSP,E aeh @brunocovas @jdoriajr  @jairbolsonaro  #Bolsonaro usa paraisopolis com apoio médico no Corona Virus conta o Doria e faz propaganda disto @CarlosBolsonaro @BolsonaroSP https://t.co/BkH7yiqNYi;;;
9607,@BolsonaroSP,@TenenteSantini @BolsonaroSP A BANDEIRA DO BRASIL  VIROU UM SIMPLES ADORNO DE PESCOã‡O...KKKK VOCÊSS Só MEDãOCRES KKK... NAO POSSUEM COORDENaí‡ãO EMOCIONAL NEM PARA UM SIMPLES FOTO. QUE O CORONA NOS LIVE DE VOCES. SéRIO!;;;
"9661,@BolsonaroSP,""@BolsonaroSP Deixar para os estados a misSó árdua de combater o corona, para ficar  de camarote falando besteira... pagando de amigo do trabalhador sendo pro economia, fazendo política e criticando isolamento? Essa  é a ideia de vcs? Eu não caio nessa!""";;;
"9701,@BolsonaroSP,""Talvez seja a Capa do mais letal (anti) Jornalismo dos 102 anos. E as demais mortes, de outras naturezas (inclusive muitas destas 10 mil não foram causadas pelo coronavírus né), cadê as homenagens ?? @jairbolsonaro @PastorMalafaia @CarlaZambelli38 @BolsonaroSP https://t.co/lMcyzVAqan""";;;
"9725,@BolsonaroSP,""@BolsonaroSP @jdoriajr @brunocovas Eduardo veja essa planilha que fiz com os números da wikipedia do Corona a midia esquerdista é muito covarde com seu pai. Lula teve o mensalá , mensalinho, petrolá , dolar na cueca, aloprados, lava jato e não falavam nada passam o pano https://t.co/5vLxElSL34""";;;
9768,@BolsonaroSP,@BolsonaroSP @conexaopolitica Corona Money para corruptos encherem os bolsos ğŸ˜­ğŸ˜­;;;
9791,@BolsonaroSP,@BolsonaroSP @jdoriajr @brunocovas Ele Tá querendo proteger o povo em vez do seu pai que quer que o povo saí­a pra rua pra pegar essa doença aí­ o coronavírus seu maluco;;;
9798,@BolsonaroSP,@BolsonaroSP Começar a enterrar gente viva pra não pegar o corona. Isso é o q está  fazendo.;;;
9803,@BolsonaroSP,@BolsonaroSP @brunocovas E a família Bolsonaro segue sem fazer nada para controlar o coronavírus! #vergonha;;;
9805,@BolsonaroSP,@BolsonaroSP @MarceloCRedeTV Olha a referência. Rede TV. ğŸ‘ğŸ¼ğŸ‘ğŸ¼ğŸ‘ğŸ¼ que coisa pã­fia a imprensa que ainda se presta ao ridÍculo de apoiar vcs. Nem vou citar o apresentador patético que pegou corona e se arrependeu de ridicularizar a doença.;;;
9819,@BolsonaroSP,@BolsonaroSP Você e um LIXOOO!!! Te pergunto o que você e os seus irmãos canalhas está  fazendo no combate do coronavírus??? família Bolsonaro PARASITA!!! Nunca mais terão meu voto!!! NUMCA MAIS !!!;;;
9830,@BolsonaroSP,@BolsonaroSP O bom é fazer pouco caso dos milhares de brasileiros que já morreram pelo corona né;;;
9859,@BolsonaroSP,@BolsonaroSP Meu realmente esses políticos está  ficando loucos não sei se e o corona viros ou o Bolsonario e seus aliados que está  deixando eles assim parabéns a todos que está  aliados ao presente para acabar com essa vergonha e roubalheira pelo brasil está  deixando eles assim loucokkkkk;;;
9860,@BolsonaroSP,@BolsonaroSP Um está sendo comido pelo câncer e não tem medo do Corona e o outro está sendo comido pelos furos e gosta ! O mudo doido.... https://t.co/nUIRKBKtmj;;;
9885,@BolsonaroSP,@BolsonaroSP Trouxeram o corona virus pra Só Paulo no carnaval e hoje é o epicentro.;;;
9904,@BolsonaroSP,@BolsonaroSP O confinamento não cura o coronavírus mas evita que todos adoecem ao mesmo tempo colapsando o sistema de saúde motivo de mortes evitáveis;;;
9906,@BolsonaroSP,@BolsonaroSP @somosalianca @filipebarrost @deltapericles @RenzoGracieBJJ Aliança pelo corona ?;;;
"9922,@BolsonaroSP,""730 brasileiros mortos hoje pelo corona, algum pronunciamento coerente dos patriotas @jairbolsonaro  ou o filhote @BolsonaroSP ?""";;;
9943,@BolsonaroSP,@claudiodemetri3 @BolsonaroSP Qual significado da bandeira de Israel e dos EUA no seu Twitter? A única guerra que o povo luta hj é contra o coronavírus e que o presidente não se apresentou ainda p ela.. apoio incondicional é meu ovo.;;;
"9944,@BolsonaroSP,""@BolsonaroSP @Teodorico1967 PRECISAMOS DE QUARENTENA PRA ACABAR COM O CORONA";;;
;;;
- ok ğŸ‘;;;
;;;
ã‘ RESOLVEU, PRECISAMOS DE LOCKDOWN ;;;
;;;
-  ué, vc disse que as mortes iam reduzir;;;
;;;
- SEM A QUARENTENA, TINHA MORRIDO +;;;
;;;
"- eles sempre vá  justificar o contágio que não tem como ser contido. https://t.co/NzgNzTiJWJ""";;;
"9957,@BolsonaroSP,""@historiadorigor @BolsonaroSP Porque parou de morrer gente por homicídio né? PALHAÇO.  Agora tem gente morrendo por homicídio e corona virus, e o IDIOTA do presidente querendo fazer churrasco. Bolsonaro n vai passar de uma nota de rodapé no livro da história.""";;;
"9962,@BolsonaroSP,""@BolsonaroSP Como e bom morar aqui no Mato Grosso tudo liberado tudo normal, aqui não tem corona tem agro tem trabalho semana que vem aulas voltam ao normal cidade com 100 mil habitantes tudo liberado, quanto mais fecha mais tem doentes de covid 19""";;;
9993,@BolsonaroSP,@BolsonaroSP Faça uma pasta para arquivar as bobagens que o seu pai tem falado sobre o coronavírus. Mostre que ele estava certo sobre a gripezinha. Néscio.;;;
"10027,@BolsonaroSP,""@christopherfgon @BolsonaroSP @ernestofaraujo Vc percebeu que só o coronavírus é que está matando?";;;
A lavagem cerebral feita pela Rede Esgoto de TeleviSó foi um sucesso.;;;
"Meus pêsames pra vc que faz parte dessa triste estatÍstica.""";;;
10042,@BolsonaroSP,@TemplarVult @BolsonaroSP CORONA A GNT ENTREGA EM SUAS MãOS.;;;
10043,@BolsonaroSP,@m_m_flores @BolsonaroSP @jairbolsonaro E ainda por cima tem algumas centenas   de óbitos falsos por corona.;;;
"10056,@BolsonaroSP,""@BolsonaroSP ";;;
;;;
"comenta por favor na próxima live a cachorrada que está acontecendo em Paraty.... TURISMO, CULTURA, EDUCaí‡ãO  está nas mãos do PT... SOCORRO,..... FORA A ROUBALHEIRA SOBRE ESSE  CHUVEIRO CORONA QUE é A GALINHA DOS OVOS DE OURO PARA A ROUBALHEIRA.""";;;
"10075,@BolsonaroSP,""@MajorVitorHugo @BolsonaroSP Po era brincadeira, achei que ia rolar o #CHURRASCODAMORTE em comemoração as 10 mil mortes por coronavírus!!""";;;
10092,@BolsonaroSP,@CarlaZambelli38 Carla Zambelli como deputada federal pelo estado de Só Paulo você junto com @BolsonaroSP tem que fazer alguma coisa ã  respeito do decreto do governador LUNãTICO JOãO CORONA DORIA CARNAVALCOVID QUE OBRIGA TODOS A USAREM MãSCARAS NAS RUAS COM A PENALIDADE DE MULTA E PRISó.;;;
"10106,@BolsonaroSP,""@HericaVeloso @HAL64900458 @BolsonaroSP o Brasil Tá uma desgraça por causa do  corona, junto com o imbecil do Bolsonaro e seus filhos que demoraram para efetivar a quarentena, oq Tá causando as mortes agora, só fala bosta esse infeliz, """"brincou"""" que ia fazer churrasco com mais 8.000 mortos""";;;
10172,@BolsonaroSP,@comoserlivre @Bot_Corona_V @jairbolsonaro @BolsonaroSP @CarlosBolsonaro @FlavioBolsonaro @MarceloAdnet Não entendi o que escreveu... Você já é muito bundão e humorista? Admiro a franqueza! Parabéns ğŸ‘;;;
"10187,@BolsonaroSP,""@BolsonaroSP ninguém conseguirãoum atendimento, caso contrário, as pessoas vá  morrer por corona, por falta de atendimento, por outros tipos de doença, acidentes(já que o hospital estarãolotado)""";;;
10192,@BolsonaroSP,@BolsonaroSP A familicia Bolsonaro não tem o mínimo de respeito as famílias que perderam entes queridos. Estou torcendo pro corona aparecer no churrasco do seu pai hoje.;;;
"10193,@BolsonaroSP,""@dedeqcs @BolsonaroSP Protege sim as pessoas, realmente está provado que a quarentena tem sido um aliado importantã­ssimo contra a contaminação por corona. Tah â€œsertoâ€! ğŸ‘ğŸ¼""";;;
"10222,@BolsonaroSP,""@BolsonaroSP Na meta de 20 mil faremos uma rave, com choro de parentes das vÍtimas do coronavírus""";;;
"10231,@BolsonaroSP,""@BolsonaroSP @ernestofaraujo Vc vai no churrasco ğŸ¥© do seu pai pra comemorar os números do corona?";;;
"Eu entro com a linguiça.""";;;
"10232,@BolsonaroSP,""@BolsonaroSP Comentário preciso e cirúrgico mano, boa! ";;;
coronavírus ğŸ¤¤ğŸ˜€ğŸ˜ƒğŸ˜„ğŸ˜ğŸ˜†ğŸ˜‚ğŸ˜ğŸ˜Šâ˜ºï¸ğŸ¤©ğŸ˜‰;;;
"Comunismo  ğŸ˜’ğŸ˜£ğŸ˜”ğŸ˜ˆğŸ‘¿ğŸ˜ ğŸ˜¡ğŸ˜¡ğŸ˜¡ğŸ˜ ğŸ˜ ğŸ˜ """;;;
10233,@BolsonaroSP,@BolsonaroSP @ernestofaraujo CaraÂ£Â§ twitteiro! Saia do twitter e aconselhe o presidente a baixar a PORTARIA NO SUS PRA HIDROX+AZAT+ZINCO EM ESTÁGIOS INICIAIS contra o corona ou vamos morrer em casa por culpa dos governadores. CARAMBA! N dãopra cobrar abertura se o PR n apresentar plano;;;
"10238,@BolsonaroSP,""@BolsonaroSP Caro Eduardo, o @GuilhermeBoulos já confirmou que o isolamento é contra o Presidente. Mas para atingi-lo, está  matando o povo, não de corona, mas de fome.";;;
;;;
"#FechadoComBolsonaro""";;;
